area_terreno,area_construida,area_ocupada,ano_construcao,quantidade_pavimentos,valor_venal,valor_m2_construcao,bairro,valor_iptu_ano,area_privativa,vagas,quartos,banheiros,valor_condominio,valor_aluguel,preco,academia,cafe,farmacia,padaria,restaurantes,shopping,supermercado,area_comercial,area_industrial_logistico,area_outros,area_residencial,area_servico,caminhabilidade,metro_distancia,metro_linha,metro_estacao
1000,232,323,1989,14,1073180,2497,BAIRRO008,6834.05,158,3,4,4,1902,8092,1856187,11.0,3.0,0.0,3.0,20.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1974.0,LINHA005,ESTACAO006
1000,473,323,1989,14,2464710,3092,BAIRRO008,19594.6,324,3,5,4,3900,16594,5001897,11.0,3.0,0.0,3.0,20.0,0.0,3.0,2.79,0.0,5.51,70.98,20.71,Região Plana - Confortável para caminhar,1974.0,LINHA005,ESTACAO006
1915,323,1680,1991,22,1460610,2497,BAIRRO008,10145.0,190,3,4,5,2996,8389,944780,9.0,4.0,0.0,4.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1935.0,LINHA005,ESTACAO006
1915,551,1680,1991,22,2843350,3092,BAIRRO008,23497.1,347,4,3,5,5472,15321,6040022,9.0,4.0,0.0,4.0,24.0,0.0,3.0,3.6,0.0,7.39,67.53,21.48,Região Plana - Confortável para caminhar,1935.0,LINHA005,ESTACAO006
1274,156,700,1970,10,591877,2139,BAIRRO007,3139.87,118,1,3,3,1290,3342,916044,8.0,4.0,0.0,5.0,8.0,0.0,0.0,4.0,0.0,5.97,72.61,17.41,Áreas planas ou com declividades muito suaves,1214.0,LINHA001,ESTACAO001
442,83,340,1971,11,262240,2139,BAIRRO007,105.863,85,1,2,2,899,2608,578777,3.0,3.0,0.0,6.0,9.0,0.0,0.0,4.37,0.11,5.43,66.88,23.2,Região com leve declive,1157.0,LINHA001,ESTACAO001
442,165,340,1971,11,523721,2139,BAIRRO007,2733.94,139,1,4,3,1470,4265,960505,3.0,3.0,0.0,6.0,9.0,0.0,0.0,4.37,0.11,5.43,66.88,23.2,Região com leve declive,1157.0,LINHA001,ESTACAO001
300,91,250,1970,7,315268,2139,BAIRRO007,1502.35,69,1,2,2,685,1881,441076,6.0,3.0,0.0,6.0,8.0,0.0,0.0,4.0,0.0,5.97,72.61,17.41,Áreas planas ou com declividades muito suaves,1160.0,LINHA001,ESTACAO001
700,205,219,2000,13,777342,2139,BAIRRO011,4207.52,92,2,3,3,1731,4161,717795,13.0,8.0,1.0,5.0,27.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1446.0,LINHA003,ESTACAO011
1327,124,1171,1995,18,444634,2139,BAIRRO011,2134.39,77,1,3,2,1026,2632,605463,14.0,8.0,2.0,5.0,28.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1446.0,LINHA003,ESTACAO011
1226,230,948,2007,21,956494,2497,BAIRRO011,6132.98,122,2,3,4,1320,4670,1050172,14.0,7.0,2.0,5.0,28.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1435.0,LINHA003,ESTACAO011
1226,259,948,2007,21,1068520,2497,BAIRRO011,7122.09,126,2,3,3,1363,4823,1160924,14.0,7.0,2.0,5.0,28.0,0.0,1.0,6.72,0.24,3.08,59.75,30.21,Região com ruas íngremes,1435.0,LINHA003,ESTACAO011
675,142,238,1988,14,563762,2497,BAIRRO011,3200.92,73,1,1,3,1299,3122,622871,13.0,7.0,2.0,5.0,26.0,0.0,1.0,6.48,1.56,3.81,67.76,20.39,Região com ruas íngremes,1480.0,LINHA003,ESTACAO011
675,166,238,1988,14,648116,2497,BAIRRO011,3823.86,85,1,1,2,1513,3635,724207,13.0,7.0,2.0,5.0,26.0,0.0,1.0,6.48,1.56,3.81,67.76,20.39,Região com ruas íngremes,1480.0,LINHA003,ESTACAO011
500,118,350,1974,12,814683,2139,BAIRRO011,4422.82,80,1,2,2,1045,1900,571389,8.0,1.0,0.0,4.0,11.0,0.0,1.0,5.22,0.0,1.05,88.55,5.17,Região com ruas íngremes,1715.0,LINHA004,ESTACAO014
450,120,360,1971,13,285071,2139,BAIRRO011,150.442,85,1,2,2,893,2788,546499,5.0,3.0,0.0,3.0,9.0,0.0,1.0,4.19,2.99,0.76,84.53,7.52,Região com ruas íngremes,1847.0,LINHA004,ESTACAO014
1806,159,1157,2017,17,672871,2139,BAIRRO011,3402.54,87,2,2,3,930,4693,847261,6.0,3.0,0.0,3.0,9.0,0.0,1.0,4.19,2.99,0.76,84.53,7.52,Região com ruas íngremes,1903.0,LINHA004,ESTACAO014
1806,244,1157,2017,17,1017980,2139,BAIRRO011,5602.36,115,2,3,1,1229,6203,931183,6.0,3.0,0.0,3.0,9.0,0.0,1.0,4.19,2.99,0.76,84.53,7.52,Região com ruas íngremes,1903.0,LINHA004,ESTACAO014
430,120,344,1970,6,408790,2139,BAIRRO011,1233.59,60,1,2,1,444,2433,475288,6.0,3.0,1.0,3.0,10.0,0.0,1.0,4.27,3.77,0.9,83.45,7.62,Região com ruas íngremes,1987.0,LINHA004,ESTACAO014
2058,160,1651,2006,19,604046,2139,BAIRRO011,3083.13,80,2,3,4,1176,3407,698336,13.0,3.0,3.0,5.0,16.0,0.0,2.0,7.67,1.7,2.51,81.17,6.94,Região com ruas íngremes,1643.0,LINHA003,ESTACAO011
2058,256,1651,2006,19,946170,2139,BAIRRO011,5340.59,138,3,3,4,2029,5877,1477797,13.0,3.0,3.0,5.0,16.0,0.0,2.0,7.67,1.7,2.51,81.17,6.94,Região com ruas íngremes,1643.0,LINHA003,ESTACAO011
4334,171,3000,2017,23,880321,2497,BAIRRO011,5247.58,113,2,3,3,1000,5106,1544883,5.0,2.0,1.0,2.0,8.0,0.0,1.0,3.76,0.0,1.2,87.3,7.74,Região com ruas íngremes,1854.0,LINHA004,ESTACAO014
4334,213,3000,2017,23,1059080,2497,BAIRRO011,6603.96,114,3,3,3,1009,5151,1566099,5.0,2.0,1.0,2.0,8.0,0.0,1.0,3.76,0.0,1.2,87.3,7.74,Região com ruas íngremes,1854.0,LINHA004,ESTACAO014
907,149,863,1994,10,502598,2139,BAIRRO011,2508.65,120,2,2,3,1295,3491,719047,4.0,3.0,1.0,2.0,10.0,0.0,1.0,2.76,3.25,0.57,86.94,6.48,Região com ruas íngremes,1886.0,LINHA004,ESTACAO014
486,181,233,1977,11,488384,2139,BAIRRO011,2499.45,130,1,3,2,1750,4272,653937,13.0,10.0,2.0,5.0,25.0,0.0,0.0,6.47,0.11,4.31,60.74,28.36,Região com leve declive,1919.0,LINHA004,ESTACAO014
1053,75,464,1998,13,372425,2139,BAIRRO011,918.482,34,1,1,1,831,3400,354883,6.0,2.0,0.0,1.0,12.0,0.0,1.0,2.76,3.25,0.57,86.94,6.48,Região com ruas íngremes,1797.0,LINHA004,ESTACAO014
1053,90,464,1998,13,437433,2139,BAIRRO011,1238.88,63,2,1,1,1540,6300,558851,6.0,2.0,0.0,1.0,12.0,0.0,1.0,2.76,3.25,0.57,86.94,6.48,Região com ruas íngremes,1797.0,LINHA004,ESTACAO014
910,343,183,1988,13,1618450,2497,BAIRRO011,10857.5,180,3,3,5,2200,8153,1232268,8.0,1.0,0.0,2.0,12.0,0.0,1.0,5.22,0.0,1.05,88.55,5.17,Região com ruas íngremes,1775.0,LINHA004,ESTACAO014
776,159,616,2011,17,692264,2497,BAIRRO001,4125.69,65,2,1,2,871,3532,629507,18.0,9.0,4.0,6.0,31.0,0.0,4.0,15.9,0.05,7.09,67.9,9.05,Áreas planas ou com declividades muito suaves,201.0,LINHA001,ESTACAO001
405,77,400,1955,11,158311,2139,BAIRRO007,661.312,62,0,1,1,374,2352,444895,21.0,10.0,4.0,6.0,29.0,0.0,4.0,13.88,0.09,4.27,51.62,30.15,Áreas planas ou com declividades muito suaves,165.0,LINHA001,ESTACAO001
501,64,300,1973,12,191980,2139,BAIRRO007,850.337,54,0,2,1,740,1954,398871,19.0,9.0,4.0,6.0,25.0,0.0,3.0,13.88,0.09,4.27,51.62,30.15,Áreas planas ou com declividades muito suaves,189.0,LINHA001,ESTACAO001
758,91,655,1993,15,359028,2139,BAIRRO007,901.497,52,1,2,1,742,2609,446248,19.0,8.0,4.0,6.0,23.0,0.0,3.0,13.88,0.09,4.27,51.62,30.15,Áreas planas ou com declividades muito suaves,201.0,LINHA001,ESTACAO001
758,140,655,1993,15,533714,2139,BAIRRO007,2617.04,94,1,2,2,1341,4716,876282,19.0,8.0,4.0,6.0,23.0,0.0,3.0,13.88,0.09,4.27,51.62,30.15,Áreas planas ou com declividades muito suaves,201.0,LINHA001,ESTACAO001
1720,172,1150,1971,20,465107,2139,BAIRRO007,1650.21,87,0,1,1,819,4099,749793,21.0,8.0,5.0,6.0,23.0,0.0,3.0,13.88,0.09,4.27,51.62,30.15,Áreas planas ou com declividades muito suaves,230.0,LINHA001,ESTACAO001
825,156,700,1953,10,379780,2139,BAIRRO001,844.549,110,0,3,2,1049,2698,659932,19.0,9.0,4.0,6.0,22.0,0.0,2.0,9.24,0.08,3.94,55.44,31.3,Áreas planas ou com declividades muito suaves,298.0,LINHA001,ESTACAO001
825,200,700,1953,10,486671,2139,BAIRRO001,1439.31,113,0,3,2,1078,2772,768325,19.0,9.0,4.0,6.0,22.0,0.0,2.0,9.24,0.08,3.94,55.44,31.3,Áreas planas ou com declividades muito suaves,298.0,LINHA001,ESTACAO001
1956,146,1000,1971,14,590250,2497,BAIRRO001,3212.71,120,2,2,3,1202,4061,883316,12.0,6.0,0.0,8.0,17.0,0.0,1.0,3.86,0.0,5.61,63.17,27.35,Região com leve declive,507.0,LINHA001,ESTACAO001
790,53,550,1970,12,218142,2139,BAIRRO001,932.562,50,1,1,1,640,2185,391729,10.0,9.0,0.0,8.0,16.0,0.0,0.0,3.94,0.0,7.51,63.58,24.98,Região com leve declive,565.0,LINHA001,ESTACAO001
790,108,550,1970,12,445596,2139,BAIRRO001,1400.84,70,1,2,2,896,3059,504279,10.0,9.0,0.0,8.0,16.0,0.0,0.0,3.94,0.0,7.51,63.58,24.98,Região com leve declive,565.0,LINHA001,ESTACAO001
1385,64,900,1970,14,213667,2139,BAIRRO007,942.059,60,0,2,1,343,2344,447124,10.0,8.0,0.0,9.0,14.0,0.0,0.0,5.43,0.04,7.72,51.16,35.65,Região com ruas íngremes,579.0,LINHA001,ESTACAO001
180,30,150,1954,9,76008,2139,BAIRRO007,310.421,24,1,1,1,514,1549,335213,10.0,7.0,0.0,7.0,14.0,0.0,0.0,5.43,0.04,7.72,51.16,35.65,Região com ruas íngremes,614.0,LINHA001,ESTACAO001
180,32,150,1954,9,81141,2139,BAIRRO007,331.402,37,0,1,1,792,2388,381719,10.0,7.0,0.0,7.0,14.0,0.0,0.0,5.43,0.04,7.72,51.16,35.65,Região com ruas íngremes,614.0,LINHA001,ESTACAO001
2200,414,500,1966,11,2824120,3092,BAIRRO007,22420.9,396,2,3,5,4586,10592,4499900,10.0,6.0,0.0,7.0,15.0,0.0,0.0,5.29,0.04,7.41,57.93,29.33,Região com ruas íngremes,654.0,LINHA001,ESTACAO001
2200,496,500,1966,11,3058520,3092,BAIRRO007,24499.3,400,4,2,4,4632,10699,3200000,10.0,6.0,0.0,7.0,15.0,0.0,0.0,5.29,0.04,7.41,57.93,29.33,Região com ruas íngremes,654.0,LINHA001,ESTACAO001
21168,87,8064,1973,5,273841,1631,BAIRRO012,166.252,66,1,1,2,502,1859,397264,6.0,2.0,0.0,3.0,16.0,0.0,0.0,6.27,0.23,2.14,83.99,7.37,Região com ruas íngremes,1912.0,LINHA003,ESTACAO017
1429,88,1066,2008,19,366675,2139,BAIRRO010,1699.68,46,1,2,1,658,3282,514978,10.0,21.0,1.0,3.0,10.0,0.0,2.0,10.49,0.64,4.41,8.05,76.4,Região Plana - Confortável para caminhar,1073.0,LINHA002,ESTACAO010
700,58,600,1965,14,142370,2139,BAIRRO010,642.73,50,1,2,1,570,1688,404818,8.0,11.0,2.0,9.0,30.0,0.0,1.0,11.45,0.26,3.19,65.82,19.27,Região Plana - Confortável para caminhar,1136.0,LINHA002,ESTACAO008
1095,153,460,1970,12,532875,2139,BAIRRO010,2581.78,112,1,2,2,1158,5834,986056,10.0,11.0,2.0,9.0,33.0,0.0,1.0,11.45,0.26,3.19,65.82,19.27,Região Plana - Confortável para caminhar,1195.0,LINHA002,ESTACAO008
1100,113,820,1972,16,339437,2139,BAIRRO010,722.8539999999999,83,1,2,2,866,2603,601984,10.0,11.0,2.0,6.0,23.0,0.0,2.0,13.39,0.0,2.38,51.95,32.27,Região Plana - Confortável para caminhar,1700.0,LINHA002,ESTACAO008
1624,153,1200,1973,10,544535,2139,BAIRRO010,2806.28,120,1,3,2,1364,4063,858463,10.0,14.0,4.0,2.0,15.0,0.0,3.0,20.2,0.28,7.16,22.34,50.02,Região Plana - Confortável para caminhar,813.0,LINHA002,ESTACAO010
2611,251,830,1976,18,1758150,2497,BAIRRO005,11263.6,160,2,3,4,1294,6327,2948532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,57.49,30.67,11.35,Região Plana - Confortável para caminhar,1692.0,LINHA002,ESTACAO010
2089,406,830,1976,15,2790060,3092,BAIRRO005,19635.4,300,2,3,4,2426,11863,6105769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,57.49,30.67,11.35,Região Plana - Confortável para caminhar,1692.0,LINHA002,ESTACAO010
780,147,156,1983,11,473117,2139,BAIRRO012,2026.48,70,1,2,2,1022,2590,581404,3.0,1.0,0.0,2.0,5.0,0.0,1.0,3.24,0.09,3.94,84.95,7.77,Região com ruas íngremes,1766.0,LINHA003,ESTACAO012
1509,453,1040,2016,8,2519710,3092,BAIRRO012,20661.5,240,3,3,4,3563,7681,2523322,5.0,0.0,1.0,3.0,14.0,0.0,0.0,3.94,0.01,4.37,83.19,8.48,Região com ruas íngremes,1637.0,LINHA003,ESTACAO012
1509,572,1040,2016,8,3240920,3092,BAIRRO012,27762.8,417,4,4,5,6191,13346,5500000,5.0,0.0,1.0,3.0,14.0,0.0,0.0,3.94,0.01,4.37,83.19,8.48,Região com ruas íngremes,1637.0,LINHA003,ESTACAO012
1211,263,316,1986,16,1113360,2497,BAIRRO014,7526.62,155,2,3,3,2100,3500,1303866,19.0,4.0,3.0,6.0,38.0,0.0,1.0,4.48,0.09,3.11,79.2,13.12,Região com ruas íngremes,1779.0,LINHA001,ESTACAO001
1211,483,316,1986,16,2248480,3092,BAIRRO014,18154.3,306,3,3,4,4146,6910,3339207,19.0,4.0,3.0,6.0,38.0,0.0,1.0,4.48,0.09,3.11,79.2,13.12,Região com ruas íngremes,1779.0,LINHA001,ESTACAO001
730,240,701,1997,9,997707,2139,BAIRRO014,5662.9,92,2,3,3,1686,3445,824715,19.0,4.0,2.0,6.0,35.0,0.0,1.0,5.29,0.0,3.79,71.39,19.53,Região com ruas íngremes,1750.0,LINHA001,ESTACAO001
1030,72,969,1998,13,163661,1631,BAIRRO001,772.809,37,1,1,1,558,1461,296065,8.0,3.0,1.0,5.0,29.0,0.0,1.0,8.25,1.82,4.51,67.71,17.71,Áreas planas ou com declividades muito suaves,989.0,LINHA001,ESTACAO001
1030,168,969,1998,13,529526,2139,BAIRRO001,2700.77,115,1,2,2,1734,4541,972339,8.0,3.0,1.0,5.0,29.0,0.0,1.0,8.25,1.82,4.51,67.71,17.71,Áreas planas ou com declividades muito suaves,989.0,LINHA001,ESTACAO001
2644,88,2500,1977,28,191203,2139,BAIRRO001,909.49,55,1,2,1,577,1987,414805,8.0,3.0,1.0,5.0,28.0,0.0,2.0,9.66,2.18,3.22,67.3,17.64,Região Plana - Confortável para caminhar,948.0,LINHA001,ESTACAO001
2644,114,2500,1977,28,256340,2139,BAIRRO001,92.1232,63,1,2,2,661,2276,506439,8.0,3.0,1.0,5.0,28.0,0.0,2.0,9.66,2.18,3.22,67.3,17.64,Região Plana - Confortável para caminhar,948.0,LINHA001,ESTACAO001
290,63,270,1955,18,56887,2139,BAIRRO001,252.577,52,0,2,1,494,1544,373765,9.0,3.0,0.0,2.0,21.0,0.0,3.0,10.1,1.84,4.24,73.04,10.78,Região Plana - Confortável para caminhar,921.0,LINHA001,ESTACAO001
290,68,270,1955,18,62813,2139,BAIRRO001,277.75,55,0,2,1,523,1633,424699,9.0,3.0,0.0,2.0,21.0,0.0,3.0,10.1,1.84,4.24,73.04,10.78,Região Plana - Confortável para caminhar,921.0,LINHA001,ESTACAO001
971,105,820,1975,11,288215,2139,BAIRRO001,139.256,70,1,2,2,642,3000,564187,12.0,3.0,0.0,5.0,23.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,908.0,LINHA001,ESTACAO001
1073,245,500,1965,16,591423,2497,BAIRRO001,3362.88,197,1,4,2,1765,6010,1297889,12.0,3.0,0.0,5.0,23.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,915.0,LINHA001,ESTACAO001
1073,264,500,1965,16,636441,2497,BAIRRO001,3687.29,220,1,4,3,1971,6712,1403893,12.0,3.0,0.0,5.0,23.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,915.0,LINHA001,ESTACAO001
574,277,300,1970,14,919587,2497,BAIRRO001,5594.76,244,1,2,2,2541,6745,1561908,11.0,2.0,0.0,6.0,23.0,0.0,2.0,2.64,0.71,7.53,79.04,10.08,Áreas planas ou com declividades muito suaves,885.0,LINHA001,ESTACAO001
590,102,390,1982,12,365341,2139,BAIRRO001,978.1189999999999,62,1,1,1,738,2294,484034,10.0,2.0,0.0,5.0,24.0,0.0,2.0,2.64,0.71,7.53,79.04,10.08,Áreas planas ou com declividades muito suaves,882.0,LINHA001,ESTACAO001
1062,242,600,1970,11,776729,2139,BAIRRO001,4200.02,171,1,3,3,1508,4397,941896,12.0,3.0,0.0,5.0,23.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,910.0,LINHA001,ESTACAO001
1725,336,772,1970,21,910508,2497,BAIRRO001,5729.84,210,3,3,2,2083,5276,1624696,11.0,3.0,0.0,5.0,23.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,915.0,LINHA001,ESTACAO001
1725,426,772,1970,21,1314610,3092,BAIRRO001,9227.09,240,3,3,4,2381,6030,1850292,11.0,3.0,0.0,5.0,23.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,915.0,LINHA001,ESTACAO001
671,89,596,2003,15,405611,2139,BAIRRO001,1862.32,42,1,1,1,787,1600,395777,10.0,2.0,0.0,5.0,24.0,0.0,2.0,2.64,0.71,7.53,79.04,10.08,Áreas planas ou com declividades muito suaves,881.0,LINHA001,ESTACAO001
1275,47,750,1973,15,133681,2139,BAIRRO001,594.773,37,0,1,1,498,1998,358838,9.0,3.0,0.0,5.0,20.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,947.0,LINHA001,ESTACAO001
1275,145,750,1973,15,410470,2139,BAIRRO001,1305.13,90,1,2,2,1211,4860,823193,9.0,3.0,0.0,5.0,20.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,947.0,LINHA001,ESTACAO001
2149,115,896,1975,18,319522,2139,BAIRRO001,539.823,97,1,3,2,788,2704,716735,8.0,2.0,0.0,6.0,22.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,910.0,LINHA001,ESTACAO001
2149,139,896,1975,18,385376,2139,BAIRRO001,1181.04,110,1,3,3,894,3066,882051,8.0,2.0,0.0,6.0,22.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,910.0,LINHA001,ESTACAO001
600,249,500,1973,10,795591,2139,BAIRRO001,4358.07,190,1,3,4,1301,5173,1178282,8.0,3.0,0.0,7.0,20.0,0.0,2.0,4.92,0.77,5.31,80.83,8.17,Áreas planas ou com declividades muito suaves,919.0,LINHA001,ESTACAO001
155,74,140,1970,8,176433,2139,BAIRRO001,797.189,69,1,2,2,608,1725,413870,8.0,3.0,0.0,8.0,22.0,0.0,2.0,2.64,0.71,7.53,79.04,10.08,Áreas planas ou com declividades muito suaves,899.0,LINHA001,ESTACAO001
1309,171,650,1974,15,665076,2139,BAIRRO001,3418.53,118,2,3,3,1375,3442,925209,9.0,3.0,1.0,7.0,22.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,933.0,LINHA001,ESTACAO001
642,213,315,1968,11,790376,2139,BAIRRO001,4299.44,170,2,3,1,1954,5133,1025892,9.0,2.0,1.0,7.0,20.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,928.0,LINHA001,ESTACAO001
1238,314,630,1968,15,938278,2497,BAIRRO001,5934.06,208,2,3,2,1945,5794,1430270,9.0,2.0,1.0,7.0,18.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,951.0,LINHA001,ESTACAO001
889,414,300,1978,14,2083230,3092,BAIRRO001,15418.6,260,2,3,4,3505,10823,1805543,9.0,3.0,1.0,8.0,22.0,0.0,2.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,878.0,LINHA001,ESTACAO001
908,112,500,1970,12,401318,2139,BAIRRO001,1182.04,97,1,2,2,930,2950,725490,10.0,3.0,1.0,7.0,22.0,0.0,2.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,898.0,LINHA001,ESTACAO001
2270,206,568,1974,16,796964,2497,BAIRRO001,4709.26,134,1,3,1,1075,4045,1097034,9.0,2.0,1.0,6.0,18.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,955.0,LINHA001,ESTACAO001
2270,238,568,1974,16,924809,2497,BAIRRO001,5598.96,137,1,3,2,1099,4136,1152996,9.0,2.0,1.0,6.0,18.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,955.0,LINHA001,ESTACAO001
1875,139,600,1972,20,404971,2139,BAIRRO001,1265.26,120,1,3,2,1000,3000,945364,10.0,2.0,1.0,6.0,17.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,961.0,LINHA001,ESTACAO001
1875,175,600,1972,20,511202,2139,BAIRRO001,2544.21,130,1,3,2,1083,3250,1118519,10.0,2.0,1.0,6.0,17.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,961.0,LINHA001,ESTACAO001
1876,361,742,1981,20,1535120,3092,BAIRRO001,11183.8,210,3,3,4,2110,7571,1585743,10.0,2.0,1.0,7.0,22.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,921.0,LINHA001,ESTACAO001
1876,742,742,1981,20,3483360,3599,BAIRRO001,30626.6,431,5,4,5,4331,15539,5279412,10.0,2.0,1.0,7.0,22.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,921.0,LINHA001,ESTACAO001
1305,196,718,1953,11,831896,2497,BAIRRO001,4666.6,180,1,3,3,2220,5606,1864608,10.0,3.0,1.0,6.0,23.0,0.0,2.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,886.0,LINHA001,ESTACAO001
899,517,512,1981,13,2362340,3092,BAIRRO001,18543.7,240,4,4,5,2780,8581,1672344,11.0,3.0,1.0,6.0,21.0,0.0,2.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,903.0,LINHA001,ESTACAO001
1640,183,802,1973,22,504941,2497,BAIRRO001,2801.58,115,1,3,2,814,3950,1017583,9.0,2.0,1.0,9.0,19.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,960.0,LINHA001,ESTACAO001
1640,216,802,1973,22,595830,2497,BAIRRO001,3467.68,120,1,3,1,849,4122,1057401,9.0,2.0,1.0,9.0,19.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,960.0,LINHA001,ESTACAO001
2400,216,605,1976,28,898857,2497,BAIRRO001,5384.76,167,2,4,4,1200,5690,1438645,10.0,6.0,2.0,7.0,21.0,0.0,3.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,854.0,LINHA001,ESTACAO001
1645,244,487,1976,14,910102,2139,BAIRRO001,5044.46,170,2,3,3,1752,4989,1229407,10.0,3.0,1.0,9.0,22.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,928.0,LINHA001,ESTACAO001
2013,342,750,1965,18,963203,2497,BAIRRO001,6109.9,260,2,3,5,2350,5000,2724265,7.0,5.0,1.0,10.0,19.0,0.0,2.0,3.9,0.0,4.53,87.58,3.98,Região com ruas íngremes,964.0,LINHA001,ESTACAO001
1800,230,1000,1944,9,889652,2497,BAIRRO001,4899.09,192,2,3,3,1918,4931,1363243,6.0,7.0,2.0,8.0,20.0,0.0,3.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,896.0,LINHA001,ESTACAO001
1800,618,1000,1944,9,2956840,3599,BAIRRO001,21484.3,515,3,4,6,5145,13226,4500000,6.0,7.0,2.0,8.0,20.0,0.0,3.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,896.0,LINHA001,ESTACAO001
1458,232,600,1959,17,672512,2497,BAIRRO001,4103.3,168,1,3,2,1316,4437,1414388,7.0,9.0,2.0,11.0,23.0,0.0,3.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,883.0,LINHA001,ESTACAO001
1458,273,600,1959,17,791025,2497,BAIRRO001,4984.91,178,1,3,2,1394,4701,1543600,7.0,9.0,2.0,11.0,23.0,0.0,3.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,883.0,LINHA001,ESTACAO001
800,273,600,1963,11,935972,2139,BAIRRO001,5481.57,200,1,3,1,2525,5041,1328455,7.0,10.0,2.0,17.0,22.0,0.0,2.0,2.37,0.0,6.88,80.23,10.53,Áreas planas ou com declividades muito suaves,917.0,LINHA001,ESTACAO001
620,379,390,1967,12,1292710,2139,BAIRRO001,7970.73,267,2,4,5,2768,4981,1697271,6.0,9.0,2.0,17.0,17.0,1.0,1.0,8.38,0.0,4.33,83.68,3.61,Região com ruas íngremes,969.0,LINHA001,ESTACAO001
852,440,789,1996,17,2404800,3092,BAIRRO001,18768.0,240,4,4,5,3260,9580,2291165,6.0,9.0,2.0,17.0,18.0,1.0,1.0,8.38,0.0,4.33,83.68,3.61,Região com ruas íngremes,975.0,LINHA001,ESTACAO001
852,773,789,1996,17,4602160,3599,BAIRRO001,42087.9,480,4,4,4,6520,19160,4914382,6.0,9.0,2.0,17.0,18.0,1.0,1.0,8.38,0.0,4.33,83.68,3.61,Região com ruas íngremes,975.0,LINHA001,ESTACAO001
1050,177,525,1969,12,568445,2139,BAIRRO001,2904.69,128,1,3,3,1645,4022,1014716,6.0,9.0,2.0,18.0,18.0,1.0,1.0,8.66,0.0,6.22,77.72,7.4,Região com ruas íngremes,939.0,LINHA001,ESTACAO001
1050,269,890,1969,12,901167,2139,BAIRRO001,5082.03,146,1,3,3,1876,4588,1352665,6.0,9.0,2.0,18.0,18.0,1.0,1.0,8.66,0.0,6.22,77.72,7.4,Região com ruas íngremes,939.0,LINHA001,ESTACAO001
